,paper_id,sentence_id,section_name,prev_sentence,text,next_sentence,problem,direction
502,PMC7246897,PMC7246897_316,4.2. Future Work ::: 4. Discussion,|,"Finally, further work can be directed to better understanding the development of the risk communication research domain.","Example research questions in this line of work can include, for instance, how risk communication has impacted the disciplines it is associated with; what relationships between risk communication and anthropology exist and how knowledge of the latter may be used to advance the former especially when dealing with non-Western societies; to what extent and how risk communication research has influenced political science research and actual political decision making processes; and to what extent risk communication research has helped to expand risk research or establish it as an independent domain of scientific activity.",0.0,1.0
503,PMC7094415,PMC7094415_148,Discussion,"The diversity and number of pathogens were higher among the diseased animals compared with the control group, supporting the definition of PRDC as a multifactorial disease (Harms et al., 2002), which should be considered when diagnosing and treating cases of PRDC and in prophylactic strategies.","The observed tendency towards a lower number of pathogens in the chronic cases of CBP (Fig. 3), compared with the acute and subacute cases, could be explained by regression of the infection and elimination of pathogens.",|,0.0,0.0
504,PMC7377795,PMC7377795_115,Heterogeneity,There are several channels through which social distancing and other effects of the COVID-19 pandemic might affect domestic violence calls.,Social distancing could have a direct effect on reporting rates.,"If victims find it more difficult to report domestic violence because their abusers spend more time at home, then our estimates would understate the impact on incidents.",1.0,0.0
505,PMC3775774,PMC3775774_131,Discussion and Conclusion,"C-reactive protein level might be used as an early marker for clinical prognosis in H7N9 patients based on results from our logistic regression analyses, which was in agreement with previous studies showing that C-reactive protein level might serve as a marker for severity of illness in influenza infections [18], [19].","Since multivariate analysis was not performed in our small sample study, further research is needed to verify this.",|,1.0,1.0
506,PMC7204664,PMC7204664_82,Discussion,"The timely diagnosis, isolation and treatment of these asymptomatic patients will help control the further spread of SARS-CoV-2.","Future studies should investigate viral loads and viral dynamics of asymptomatic patients, and examine whether they are different from symptomatic patients.",Such researches will enhance the understanding of the pathogenesis of the new emerging virus and would help to control the disease early.,1.0,1.0
507,PMC7443060,PMC7443060_82,Mutations are not equally distributed across the SARS-CoV-2 genome ::: Results,"These proteins are predicted to be involved in evading host immune defenses, in enhancing viral expression and in cleavage of the replicase polyprotein, based on prior studies of related betacoronaviruses (Báez-Santos et al., 2015, Posthuma et al., 2017).","Hence, this lower mutation rate may indicate purifying selection to maintain these functions essential for efficient immune evasion and subsequent viral dissemination.","Indeed, structural proteins in coronaviruses undergo a greater degree of antigenic variation which increases the fitness of the virus by means of adaptation to the host and by facilitating immune escape (Walls et al. 2020).",1.0,1.0
508,PMC4716282,PMC4716282_161,"2) Diagnostic specimen collection, packaging, and transportation ::: 4. Laboratory management ::: Definitions of the strength of recommendation
and quality of evidence","Before/after collection, the same procedures of donning/removal PPE used for patient care should be performed (BIII).","When collecting lower respiratory tract samples, AGP-related infection control measures should be applied.",|,0.0,0.0
509,PMC7126967,PMC7126967_199,Discussion,"However, expanded cell and tissue tropism has been described for highly pathogenic arteriviruses, including a highly pathogenic PRRSV that is capable of replication within distal renal tubular epithelium in pigs (Li et al., 2012).","Thus, to further understand the pathogenesis of renal lesions the exact cell types supporting viral replication within kidney tissues need to be further investigated.",|,1.0,1.0
510,PMC7168511,PMC7168511_91,DISCUSSION,"Multi‐CTL epitope DNA vaccines have been reported to induce broad CTL responses against HIV, HBV, severe acute respiratory syndrome coronavirus and others (30, 31, 32).","Whereas epitope‐based vaccines are limited with respect to HLA polymorphism and population coverage, the use of supertype‐restricted epitopes provides a means to address this problem (33).",|,1.0,0.0
511,PMC7134919,PMC7134919_61,Chinese medicinal herbs for sore throat,"Yanhouling decoction was more effective than the gentamicin atomised inhalation aerosol, a non-standard treatment, for acute pharyngitis (OR 5.39, 95% CI 2.69–10.81).","Qinganlan Liyan Hanpian tablet was more effective than the Fufang Caoshanhu Hanpian tablet for chronic pharyngitis (OR 2.25, 95% CI 1.08–4.67), and four formulations were shown to be equal in efficacy to the control.",|,0.0,0.0
512,PMC6249571,PMC6249571_447,DISCUSSION,It is interesting that all cells tested at G0 produced significantly fewer EVs that were also larger than unsynchronized controls.,"Because many eukaryotic cells are quiescent in normal, healthy, in vivo environments, this could represent an important trend that inherently differentiates EVs from cells that are not frequently dividing versus actively replicating or cancer cells.",Our results also showed that EVs from VP40-producing cells were generally fewer in number but denser and larger in size (Figures 5 and 6).,1.0,1.0
513,PMC7453370,PMC7453370_158,Overview of results ::: Results,|,"Overall, results were grouped into one main theme and five interrelated sub-themes.","The primary theme involved symbolic violence, which produced a potent negative and counter-productive intra-psychic, emotional, and inter-personal context that served as a primary cause of nonadherence to ART.",0.0,0.0
514,PMC7088301,PMC7088301_122,Discussion,|,"In Bolivia, a survey on domestic dogs revealed that CDV, CPV and CAV may represent disease risks for wild carnivores (Fiorello et al. 2004).","In Northern Brazil, Courtenay et al. (2001) found no evidence for CDV and CPV infection in crab-eating foxes, despite the high likelihood of intra-specific contacts.",1.0,1.0
515,PMC7132394,PMC7132394_116,Case study 1 ::: Case studies,"Juvaris BioTherapeutics, a small company, enrolled with the NIAID antiviral screening program in July, 2004.",This company is developing immunotherapeutic and vaccine products for the treatment and prevention of human diseases.,"The company and collaborators have shown that cationic lipid–DNA complexes (CLDC) are able to activate the innate and adaptive immune responses, in particular the induction of therapeutic quantities of TH1 cytokines as well as humoral, and cell-mediated immunity following parenteral or mucosal administration.",0.0,0.0
516,PMC5234037,PMC5234037_25,DENV is trafficked to lysosomal compartments upon FcγR-mediated entry ::: Results,"This suggests that at 2 hours post-infection, DENV is compartmentalized in late endosomes or lysosomes following uptake into the host cell.",The enrichment of endosomal markers in isolated fractions relative to whole cell lysate is further validation that purification of DENV endocytic vesicles can be performed on a step sucrose gradient (Supplementary Fig. S1).,Organelle markers were also used to verify the purity of DENV endocytic vesicle isolation.,0.0,0.0
517,PMC7126054,PMC7126054_186,Baculovirus-mediated bone regeneration ::: Baculoviral vector for regenerative medicine,"However, ASCs appear to be inferior to BMSCs in osteogenic differentiation and ASCs engineered by the conventional baculovirus transiently expressing BMP-2/VEGF (S group) led to significantly poorer healing of segmental femoral bone defects than BMSCs engineered by the same vectors (Fig. 2
).","To use ASCs for repairing large, segmental bone defects, we surmised that sustained expression of factors promoting osteogenesis (BMP-2) and angiogenesis (VEGF) are necessary.","As such, we employed a hybrid baculovirus system developed previously for persistent expression (Lo et al., 2009).",1.0,1.0
518,PMC5156881,PMC5156881_150,Discussion,"In particular, we selected groups of 10 sows and 19–30 piglets on each farm.","None of the farms had reported PEDV infections prior to this study, and thus, we can surmise that the sows had been recently infected at the time of their enrollment in the study, while piglets were infected after birth, through contact with infected sows.",More than 80% of the sows showed detectable levels of PEDV at the first sampling but only the 30% showed diarrhea.,1.0,1.0
519,PMC7106434,PMC7106434_186,Conclusions,"Personal protective equipment should be inexpensive and effective, and available to use with minimal training and under harsh environments.","Protection of health-care workers against infection remains particularly problematic, and should be a focus of research and development.",The Ebola virus epidemic has highlighted the importance of improving the logistics of moving human and material resources in areas with relatively poor infrastructure.,1.0,1.0
520,PMC7271189,PMC7271189_1114,Acute Cystitis. ::: Inflammatory Diseases ::: Disorders of the Lower Urinary Tract ::: Disorders of Domestic Animals ::: Kidney and Lower Urinary Tract,"in alfalfa hay, and hemorrhagic and erosive or ulcerative cystitis develops from cantharidin excreted through the urinary tract.","Chronic ingestion of bracken fern (Pteridium aquilinum) by cattle can result in the syndrome of enzootic hematuria, which can manifest as acute urinary bladder hemorrhage, chronic cystitis, or urinary bladder neoplasia.",|,1.0,0.0
521,PMC7324224,PMC7324224_239,Conclusion,|,We plan to define a restriction of DRPN for which reachability would be still decidable as in RPN.,"Moreover since our algorithm is based on backward explorations and our team has already developed an efficient tool for coverability in PN based on such explorations [1], we want to adapt it for DRPN.",0.0,1.0
522,PMC7158194,PMC7158194_1420,Lead. ::: Metals ::: Toxicoses. ::: Degenerative Diseases ::: Disorders of Domestic Animals ::: Central Nervous System ::: Key Readings Index,"Depending on the quantity absorbed, poisoning can be peracute with no gross or microscopic lesions, acute, subacute, or chronic.","In peracute or acute cases, contents of the upper digestive tract, such as fragments of battery plates or flakes of paint, could indicate the possibility of lead poisoning.","Lead poisoning can affect many tissues and organs, including CNS, PNS, liver, kidneys, gastrointestinal tract, bone marrow, blood vessels, and organs of the reproductive and endocrine systems.",1.0,0.0
523,PMC6786286,PMC6786286_133,Social support and emotional health ::: Theme one: daily challenges ::: Results,|,"The importance of self-efficacy to obtaining functional gains was also discussed, including the importance of maintaining both physical and emotional health.",The feelings of well-being obtained from exercise were reported to reinforce the desire to continue exercising.,0.0,0.0
524,PMC7423991,PMC7423991_262,Limitations and Future Research,"Its generalizability may be improved through further research by drawing samples from American, Australian, or European regions currently suffering from a highly infectious phase of COVID-19, and wherein nurses are highly likely to face psychological distress.",Another direction for future research is a longitudinal study on inclusive leadership comparing inclusive leadership’s effects on psychological distress during an epidemic with its effects under normal circumstances after the pandemic is over.,A similar study was recently conducted by Wang et al. (2020) for observing psychological distress levels among the general public.,1.0,1.0
525,PMC7108256,PMC7108256_283,Test data ::: System test,The EHR databases were generated from microbiology laboratory data as described in Section 2.1 above.,The map polygons were created from bitmaps made available in the NorgesHelsa system [42] and converted to SVG polygons.,Then the map polygons were inserted into a MySQL database [44] in a convenient format for map generation and coded with geographical information.,0.0,0.0
526,PMC7249039,PMC7249039_143,Statistical analysis ::: Materials and methods,"All data were analyzed using Med Calc Ver.18.2.18 (MedCalc Software Ltd, Ostend, Belgium).",The investigator was blinded to the group allocation during the experiment.,|,0.0,0.0
527,PMC7451123,PMC7451123_93,Consumables ::: Discussion,"Due to the volume of cases, there were also limitations in the sizes and types of tube available for open procedures, which may have accounted for the intra-procedural tube changes.","A tendency to require a larger tube than expected was noted, as the trachea of COVID-19 patients was often dilated and inflamed at the time of the procedure.","This brought challenges further down the line, as patients appeared to experience more cuff leaks and sometimes required downsizing as part of the weaning process.",1.0,0.0
528,PMC7378817,PMC7378817_62,Evaluation of Related Parameters ::: Results,"Fourteen of the remaining 56 patients (25%) had low PLT counts, and the median PLT count in the 56 patients was 200 × 109/L (IQR: 100–264.5 × 109/L).",Three patients (5.3%) presented with increased MPV values.,"44 (77.2%) patients showed increased CRP (median: 37.6 mg/L, IQR: 9.5–103.4 mg/L).",0.0,0.0
529,PMC7397057,PMC7397057_19,1. Introduction,"Consequently, many genomes, including those of viruses, exhibit relatively low GC content, particularly in areas under low selection constraints, such as various repeats and pseudogenes.","The CpG dinucleotides have long been observed to occur with a much lower frequency in the sequence of vertebrate genomes than would be expected due to random chance [9,10].","The depletion is explained by cytosine methylation, which appears to be concentrated to CpG dinucleotides [11] and which deaminates into T. However, some pathogenic viruses (both RNA and DNA), including flu, papilloma, polyoma, and human immunodeficiency virus (HIV), also show a reduction in CpG dinucleotides in their genomes [12,13,14,15], suggesting that the reduction in CpG content may not be limited to nuclear genomes.",0.0,0.0
530,PMC7401880,PMC7401880_38,4. Relationship of MIS-C to COVID-19 and Pathogenesis,"Interestingly, the cluster of MIS-C cases in these communities lags behind the peak COVID-19 incidence among adults by approximately one month.","The fact that MIS-C was not identified in China and other Asian countries affected by COVID-19 has led to speculation regarding variations in the virus affecting areas with MIS-C cases or an increased susceptibility or genomic variation of these populations, although this is currently conjectural.",|,1.0,1.0
531,PMC7173591,PMC7173591_407,Phenolic Bioavailability,Their breakdown products rapidly appear in urine shortly after plasma uptake.,Future studies are needed to investigate the antioxidant efficacy of phenolic metabolites and their conjugated complexes at concentrations found in the plasma.,"Their efficacy at binding to, and translocation into tissue cells needs to be known.",0.0,1.0
532,PMC7149462,PMC7149462_278,The Role of the International Community ::: Emerging Implications,|,"However, an unexplored aspect of macrosecuritization is the ways by which middle-tier actors can engage with the macro-level processes in order to realize different goals.","By expanding the focus of AMR efforts to the global level, states are able to internally exert policy pressures that create a discursive policy space, which, in turn, allows resistant domestic policy communities to be bypassed.",0.0,1.0
533,PMC7278286,PMC7278286_353,Services ::: A Reflection: What Normally Occurs? and How the City Reacts?,It then led to gradual operations of transportation services with extended safety and security measures.,"As mentioned earlier, measures such as the early restrictions on residential compounds, and restricting access points to only one or two entry and exit nodes, represent a great starting point to reduce the city-wide mobility.","These measures helped to minimise unnecessary travel within the city, between different districts, and in and out of the municipality, which also provided a breathing space for other services to operate more smoothly.",0.0,0.0
534,PMC7299855,PMC7299855_1,abstract,"OBJECTIVES: As the COVID-19 pandemic developed in March 2020 in greater Seattle, our clinical trial site faced several ethical and clinical dilemmas.",We remained open to research patients including high-risk elderly patients and adapted to changing health recommendations.,"METHODS: Beginning March 14, 2020 we developed an in-person evaluation for potential risk of COVID-19.",0.0,0.0
535,PMC7458118,PMC7458118_98,Protect and enhance Medicaid reimbursement ::: Going Forward: Opportunities,"In the immediate aftermath of the Great Recession during state fiscal years 2010 through 2012, 19 states reported restrictions in Medicaid adult dental benefits (50).","Amidst the pandemic, many states have modified public payment policies to meet the demand of their most vulnerable residents, and it will be important that advocacy efforts secure continuity of these provisional changes.","However, given current circumstances, it is imperative that policy makers consider expanding adult dental benefits under Medicaid rather than reducing them.",0.0,0.0
536,PMC7356086,PMC7356086_103,Manual Ventilation ::: Management,"Even smaller filters add approximately 10 mL of dead space, which could be detrimental to a small preterm infant if kept in place for an extended period (
Fig. 3
).","Since no positive COVID-19 cases were detected in infants <1,000 g, it may be reasonable to not use filters while applying bag and mask ventilation to these infants to avoid possible iatrogenic hypercapnia with subsequent intraventricular hemorrhage.","
",0.0,0.0
537,PMC6211748,PMC6211748_341,Histology and transmission electron microscopy ::: Materials and methods,"For transmission electron microscopy, 50–70 nm sections were collected on copper grids, stained with lead citrate [171] and imaged with an AMT 1600 M CCD camera on a Hitachi H-7000 STEM at 75 kV. Putative virions were seen by TEM in sections from a single worm, which led us to re-examine a collection of 1697 electron micrographs, drawn from 16 additional worms (12 sexuals, four asexuals) from cultures known to harbor PSCNV.","All images that included some portion of a mucus cell were chosen for further examination (n = 165); the total number of cells represented cannot be determined without three-dimensional reconstruction from serial sections, which is not practical for such large and irregularly shaped cells.",No additional examples of putative viral structures were found among the specimens included in these samples.,1.0,0.0
538,PMC4753292,PMC4753292_97,The Value of a Single Workshop ::: Discussion,"That is, they are so interwoven into the fabric of our lives, that they are not observable.","As it is often stated, what is not measureable does not exist.","As a result, the importance of scientific social networks is often underappreciated and unknown, and consequently undervalued.",0.0,0.0
539,PMC7226712,PMC7226712_55,Design and verification of the acetylacetone biosynthesis pathway ::: Results and discussion,"Meanwhile, the in vitro experiment with 20 mM methylglyoxal was conducted, and the production of acetylacetone (128.9 ± 8.6 mg/L) did not show significant difference with that with 10 mM methylglyoxal (p = 0.94).","So, we speculated that low activity of Dke1 might be the primary reason of low acetylacetone yield.","Then, the acetylacetone-cleaving enzyme was first screened.",0.0,1.0
540,PMC7355319,PMC7355319_7,abstract,This influx of more and novice visitors poses challenges for forest managers and urban forest policy.,"It is, however, also a unique opportunity for a substantial engagement of forestry with society at large, that has implications for forest policy, especially in urban areas, possibly beyond the COVID-19 pandemic era.",|,0.0,0.0
541,PMC5341080,PMC5341080_122,DISCUSSION,Clusters clearly mapped to peaks and troughs in individual pathogen activity.,"We suggest that this viral clustering, which was associated temporal dynamics of pathogen activity, may have arisen from complex virus-virus and host-virus pathogen interactions.",|,1.0,1.0
542,PMC2779497,PMC2779497_41,Introduction,Complex mediating models which themselves have explanatory power and which embody techniques of modeling can be refined and passed down to successor models [9].,"The virtue of mathematics in such a context is that it forces clarity and precision upon the conjecture, thus enabling meaningful comparison between the consequences of basic assumptions and the empirical facts [19].",|,0.0,0.0
543,PMC7113746,PMC7113746_111,Discussion,"Regardless of the specimen type assayed, TAC demonstrated sensitivity, specificity, and reproducibility equivalent to other multi-pathogen detection platforms.",One limitation of the current study is that the LoD was not calculated in terms of infectious dose 50% (ID50) or copies/mL. Future studies will evaluate TAC performance against validated laboratory developed tests using clinical specimens of known titer.,"Several different extraction instruments, combinations of oligonucleotide primers and probes, PCR enzyme master mixes, and real-time instruments were used by multiple laboratories in this study and the consistency of the results demonstrated the robustness of the technique when assays are carefully designed and thoroughly validated.",1.0,1.0
544,PMC5963129,PMC5963129_24,Background,"Therefore, this study was designed to examine the self-reported occurrence of needlestick injuries, safety practices (i.e. recapping), and occupational infection among laboratory workers in Al-Madinah.",The results of the current study can be used for interventions that target the enhancement of biosafety measures among Al-Madinah clinical laboratory workers.,|,0.0,1.0
545,PMC7324224,PMC7324224_22,Introduction,Static Extensions of Petri Nets.,"In another direction, PNs have been extended by adding capabilities of transitions while the static structure given by the set of places is unchanged.",The reset and transfer arcs allow to perform the corresponding operations by a single transition [2].,0.0,0.0
546,PMC4926180,PMC4926180_215,4. Cross-Talk between Viral and ER Proteins,"Interestingly, the viral core protein accumulates on the surface of LDs.","Thus, Rab18 is used by HCV for recruitment of LDs in close proximity to the replication sites, thereby also recruiting the capsid protein.","Since HCV assembly is tightly linked to LDs, Rab18 appears to be exploited to facilitate the coordination of RNA replication and virus assembly [202,203].",0.0,0.0
547,PMC7465980,PMC7465980_59,2.2. Phenolic Compounds ::: 2. Bioactive Compounds,|,"Besides GLSs and ITCs, another important group of bioactive constituents present in cruciferous vegetables is the phenolic compounds.",They are secondary metabolites produced in plants through the phenylpropanoid and shikimate pathways [74].,0.0,0.0
548,PMC7417113,PMC7417113_234,Discussions,The aim is to make learning flow easier and engaging on mobile devices under distinct situations.,"Indeed, the development of adaptation strategies that adapt to mobile learning contents based on the cognitive level of the learners is still an unexplored research area.",|,1.0,1.0
549,PMC7291595,PMC7291595_205,Future perspective,"Moreover, prediction of whether the similar coronaviruses can infect humans will be import for all the world.",We hope that vaccines specific for the similar coronaviruses will be developed in advance to prevent epidemics in the world.,|,1.0,0.0
550,PMC7122801,PMC7122801_171,As an Audit Tool for Medical Treatment and Interventions ::: The Roles of Histology in Forensic Pathology Practice,"These features supported the diagnosis of a mediastinal diffuse large B-cell lymphoma, while largely excluding a thymoma or a germ cell tumour.","Further examination also showed micrometastases to the tracheo-bronchial lymph nodes and the right adrenal gland (Fig. 13.21), but not to the bone marrow.","



",0.0,0.0
551,PMC6491353,PMC6491353_87,Removing 3ʹ oxidative lesions ::: APE1 DNA 3ʹ end processing activities,"Further biochemical, structural, and cellular studies are required to fully understand the mechanism and relevance of 8-oxoG removal by APE1.","As previous studies have shown that APE1 exonuclease activity preferentially cleaves mismatches [11,57], it will be particularly interesting to see whether there is any preference and/or mechanistic differences between when 8-oxoG pairs with cytosine compared to its mutagenic base paring partner, adenine [83,84].",|,0.0,1.0
552,PMC7119000,PMC7119000_132,Discussions,"Meanwhile, Thanou et al., 2001, Thanou et al., 2007 showed the effect of low viscosity grade Mono-N-Carboxymethyl Chitosan (LMCC), High low viscosity grade N-sulfonato-N,O-carboxymethy-lchitosan (SNOCC-60) on the absorption of low molecular weight heparin (LMWH), and found that the AUC values can be increased by 7 and 18 times, respectively by intraduodenally administration.","Therefore, other chitosan derivatives as absorption enhancers need to be further investigated in order to improve the pharmacological effects of Flos Lonicerae extract better.",|,1.0,1.0
553,PMC7089181,PMC7089181_2,abstract,All these viruses are of concern for public health services when they occur in natural outbreaks or emerge in unvaccinated populations.,Recent events and intelligence reports point to a growing risk of dangerous biological agents being used for nefarious purposes.,Public health responses effective in natural outbreaks of infectious disease may not be sufficient to deal with the severe consequences of a deliberate release of such agents.,1.0,0.0
554,PMC4636366,PMC4636366_61,The predominant G758R mutation in the spike glycoprotein induces an increase in infectious virus release associated with a functional cleavage site ::: Results,|,"In order to further study the role of the G758R mutation on the biology of both HCoV-OC43 variants, we first evaluated the kinetics of viral replication and spread within mixed primary CNS cultures from BALB/c mice over a period of 72 h post-infection (hpi).","Using immunofluorescence, we observed no change in cell tropism, with neurons remaining the main target of infection by both virus variants (Fig 5), even though astrocytes could also be infected later in the infection (S3 Fig) as we previously reported [10].",0.0,0.0
555,PMC7114944,PMC7114944_12,Introduction,"A report showed that Penghu pilot health IC card experimental system [1], [2], [3], [4] responded quickly and effectively to the contact information about SARS suspects, the clinics they had visited and the patients who were in the same hospitals.",The contact information was sent to Taiwan's bureau of national health insurance (TBNHI) and joined with a database to get the lodging and affiliations of those people for CDC to conduct further examination and isolation processes [5].,"The efficacy and effectiveness of the Penghu health smart card system motivated this research, since the mechanism could be further generalized to be an on-line surveillance system to automatically monitor a variety of emerging/notifiable infectious diseases (ENID), such as SARS and avian influenza (bird flu), if health IC cards were nationally distributed.",0.0,0.0
556,PMC4379565,PMC4379565_276,"6.3. Databases and Data Mining ::: 6. Bioinformatics, Phylogenetics and Data Mining","Importantly, sequence data can be retrieved as a DNA alignment.","Pre-made, manually optimized alignments are also provided in a variety of flavors.",Synonymous/non-synonymous substitution analysis for all genes and proteins is available.,0.0,0.0
557,PMC7088905,PMC7088905_16,Introduction,|,"Usually, waste generated from domestic, commercial, institutional and industrial sectors; and municipal services are included in MSW (Srivastava et al. 2015).",MSW can be treated as renewable resource for a variety of valuable products.,0.0,0.0
558,PMC7124627,PMC7124627_119,Discussion,"It has been shown that oxidative stress, which mainly arises from hyperglycemia, is implicated in the development of diabetic complications and there are several pathways for the production of free oxygen radicals in the presence of high glucose concentrations [17].",These slight differences in HNE between GMD and normal placentas could indicated that the level of oxidative stress in GDM women is partially controlled by diet.,"Therefore, an impaired antioxidant system may also play a significant role in the occurrence of oxidant stress in GDM as it has been demonstrated [16], [19].",1.0,1.0
559,PMC7382558,PMC7382558_71,Progression/response score ::: ER+ tumors receiving neoadjuvant endocrine therapy or no neoadjuvant therapy ::: Results,Stable tumors are given a low progression score and no points are added for responding tumors.,Patients unable to tolerate neoadjuvant endocrine therapy should be followed closely and undergo surgery for progression.,|,0.0,0.0
560,PMC7500723,PMC7500723_32,Introduction,"However, sequences from other South Asian countries like Afghanistan, Bangladesh, and Bhutan were not available on the NCBI gene bank.","In this study, we have studied nine sequences of SARS-CoV-2 to construct the molecular evolutionary model based on their phylogenetic analysis and to explore the possible mutations while the spread of the infections in the SAARC regions.",|,0.0,0.0
561,PMC5618002,PMC5618002_169,3.4. Kinase Activity of IRE1α Enhanced HSV-1 Replication via Activating JNK Signal Pathway ::: 3. Results,"To further explore the mechanism of IRE1α-mediated JNK activation, we examined the effect of wild-type IRE1α and IRE1KA on JNK activation and showed that both viral replication, and JNK phosphorylation were suppressed in IRE1KA (Figure 4F).","We further examined the effect of the combination of APY29 and STF-083010 on JNK signaling activation and showed that the treatment of cells with these two drugs significantly inhibited the virus-induced JNK activation, and the viral replication (Figure 4G).","Taken together, the evidences suggest that the kinase activity of IRE1α is involved in the regulation of HSV-1 replication through JNK signaling pathway.",0.0,0.0
562,PMC5965884,PMC5965884_79,Discussion,"In the present study, we found that the concentrations of Ang II and NA were increased in serum of HFMD cases with mild or severe symptoms.",Increasing concentrations of Ang II and NA in tissue lysates of mice were also determined during EV71 infection.,|,0.0,0.0
563,PMC7172238,PMC7172238_41,Moderate physical activity and enhanced immunosurveillance ::: URTI risk reduction from regular moderate exercise training,|,"Although the immune system returns to pre-exercise levels within a few hours after the exercise session is over, each session may represent an improvement in immune surveillance that reduces the risk of infection over the long term.",Other exercise-immune related benefits include enhanced antibody-specific responses to vaccinations.,0.0,0.0
564,PMC7087870,PMC7087870_15,Introduction,|,"Although the exact causes and mechanisms of IBD have not been completely elucidated, the prevailing hypothesis of IBD pathogenesis is that the disease occurs in genetically susceptible individuals as the result of a complex interaction among environmental factors, microbial factors, and the intestinal immune system [2–4].","Furthermore, accumulated evidence indicates that an inappropriate and persistent immune response is central to the development of both major types of IBD [5–8].",1.0,1.0
565,PMC7282679,PMC7282679_83,RNA-dependent RNA-polymerase ::: Results and Discussion,|,"Nsp12 is thought to be a primary target of nucleotide analogues such as remdesvir (antiviral inhibitor), which has the ability to treat SARS-CoV-2 viral infection.[40] A cryo EM structure of NSP12 with remdesvir is reported in complex with triphosphate form of remdesvir, NSP-7 and NSP-8 (PDB I. D. 7BV2, 2.9-Å resolution),[41] in presence and absence of DTT.[39]",|,0.0,1.0
566,PMC7089545,PMC7089545_93,Discussion,We speculate that all of the above factors might have contributed to PHEV infection and clinical signs.,"Moreover, the antibody titers of other pathogens including porcine respiratory and reproductive syndrome virus, Bordetella bronchiseptica, Pasteurella multocida, Actinobacillus pleuropneumonia, and Mycoplasma hyopneumoniae from these farms were low and uneven, possibly due to poor health management.","Hence, without maintenance of a high and consistent antibody titer, the immune state of pigs could be unstable, increasing their susceptibility to infectious diseases.",1.0,0.0
567,PMC7076563,PMC7076563_155,Other Proteins ::: Apoptotic Stress and Golgi Fragmentation ::: Golgi Stress Response,Depletion of αSNAP triggers apoptosis in epithelial cells by reducing the anti-apoptotic protein Bcl-2.,"Depletion of αSNAP in p53 null or Bax null cells still results in apoptosis, indicating that the anti-apoptotic function is independent of p53 and Bax.","Interestingly, αSNAP depletion induces apoptosis independent of the cleavage of Golgi proteins such as GRASP65, golgin-160, and p115 but rather by dysregulation of ER-Golgi vesicle cycling and possibly through ER stress (Naydenov et al. 2012).",0.0,0.0
568,PMC7321027,PMC7321027_75,Discussion,"In these studies, the proteins of COVID-19 virus that have an essential role in virulence of the virus was selected and then its antigenic properties was examined.","After the antigenic analysis of these proteins, goal proteins such as S or N proteins were selected for final analysis.",The Immune Epitope Database or IEDB that contains a huge collection of experimental data on T-cell epitopes was used for the prediction of epitope of helper T-cell based on their percentile rank and the median inhibitory concentration (IC50) values.,0.0,0.0
569,PMC3232237,PMC3232237_85,Biopanning to identify phages bearing specific peptides to bovine rotavirus ::: Results and Discussion,The results showed that the titer of the eluted phages was increased gradually (data not shown).,"After the last panning, twelve phage clones that were able to bind to BRV were identified by ELISA, in contrast, the control phages had a negligible binding ability to this virus (Figure 1).",|,0.0,0.0
570,PMC7124627,PMC7124627_133,Discussion,|,The increased apo D expression in the placenta from diabetic pregnancies may indicate an increased need for the apo D function and an exit in its role.,"Hence, the enhanced expression of apo D in the villous chorion of GDM placentas may indicate an activation of an adaptive placental mechanism to maintenance of oxidative stress status.",1.0,1.0
571,PMC4702317,PMC4702317_65,Discussion,|,Several other potentially useful roles of the BAL were recently entertained.,It has been shown that BAL samples from some AEX-IPF patients have increased level of pepsin [14] and that treatment with proton pomp inhibitors might have a role in the prevention of exacerbations in these selected patients [15].,0.0,1.0
572,PMC7306821,PMC7306821_144,Discussion,"In fact, given PLD2’s equilibrium between GM1 and PIP2 rafts, decreasing the longevity of GM1 rafts is likely a significant in vivo condition that shifts PLD2 to interact more with PIP2.","Similarly, transient signaling is speculated in cell growth and differentiation (59).",|,0.0,1.0
573,PMC5406993,PMC5406993_83,LincRNA-Cox2 ::: LNC RNAs and modulation via interacting with proteins ::: Background,The RNA binding protein family of hnRNPs includes many multifunctional proteins with a regulatory role in the gene expression and the post transcriptional modification [41].,"With the availability of lincRNA-Cox2 knockout mouse [42], further research is required to clarify the mechanisms of lincRNA-Cox2 in the immune responses.",|,0.0,1.0
574,PMC7393991,PMC7393991_29,Introduction,"Kertzman et al. (2018) used the performance on the Go/NoGo task, the Matching Familiar Figures Test (MFFT), and the Stroop task as indicator of inhibition ability and used the Iowa task performance as an indicator of risk and found no direct correlation between the two (Kertzman et al., 2018).","They suggested that although there is some overlap between inhibitory control and the cognitive processing of risky decision-making, they may represent two relatively independent abilities.",This may have something to do with the limitations of the Iowa gambling task itself.,0.0,1.0
575,PMC7266469,PMC7266469_27,To the editors of Pan African Medical Journal,|,The provision of more handwashing and sanitization opportunities at the NICU and refresher training of staff on IPC practices is one positive impact likely to emanate from this pandemic.,This will be key in our efforts to reduce health care associated infections even beyond the pandemic.,0.0,0.0
576,PMC7152052,PMC7152052_68,Antibacterial plastics ::: Antibacterial polymers ::: Antibacterial materials,|,"Plastics, combining low cost with good mechanical properties and easy processability, are widely used to prepare biomedical devices and food packaging, in which sometimes, antibacterial properties are essential.","To obtain plastics with antibacterial properties, there are three general approaches, as shown in Fig.5.7
.",0.0,0.0
